Nom_Fr,Nom_Ar,apports,id_barrage,lachers,stock,cumul_mensuel_apports,cumul_annuel_apports,cumul_mensuel_lachers,cumul_annuel_lachers,moy_mois,cumul_annee_prec,moy_periode,stock_annee_prec,Cap_tot_act,Cote,Cap_tot_init,fonctionnel,Annee_prod,Latitude,Longitude,Bassin_versant,Date
sficifa,سفيسيفة,0.0,22,0.0,1.76765,0.0,0.126174,0.0,0.0,17.443,0.183502,25.988,1.55724,7.71,677.8,4.24,1.0,2005,35.3413,9.07053,173.65,2022-01-03 00:00:00
sidiach,سيدي يعيــــش,0.001035,23,0.0,1.337,0.00452812,0.684751,0.0,0.202,0.0295391,0.0,1.3914,2.42152,88.0,541.0,88.0,1.0,1997,34.7468,8.74761,1900.0,2022-01-03 00:00:00
elbrek,البــــــــرك,0.00049605,24,0.0,0.07,0.00155016,0.605233,0.0,0.0,0.21066,0.455691,1.30839,0.09,16.0,849.0,16.0,1.0,2002,35.4705,8.96766,293.0,2022-01-03 00:00:00
bezirk,بزيـــــــغ,0.00051587,25,0.0,1.7858,0.00129184,1.35423,0.0,0.221,0.743096,0.582593,2.28801,1.51,5.01,54.62,6.5,1.0,1959,36.7159,10.6262,86.0,2022-01-03 00:00:00
chiba,شيبـــــــة,0.000864486,26,0.0,0.9282,0.00168095,1.01142,0.0,0.053721,1.11056,0.228848,3.0228,1.18948,5.045,77.88,7.8,1.0,1963,36.6923,10.7697,64.0,2022-01-03 00:00:00
masri,مصــــــري,0.000862318,27,0.0,5.11403,0.00255102,0.319857,0.0,0.344165,0.629791,0.391773,2.08074,5.13766,5.193,163.0,6.9,1.0,1968,36.534,10.4911,53.0,2022-01-03 00:00:00
lebna,لبنــــــــة,0.0,28,0.008,7.048,0.0086171,3.33105,0.019,0.694967,3.68089,2.38973,7.66258,12.6611,23.3053,18.04,30.1,1.0,1986,36.7388,10.9218,199.0,2022-01-03 00:00:00
hma,الحمـــــى,0.0,29,0.0,0.731732,0.0,0.0875709,0.0,0.0,0.402662,1.68138,2.60367,2.19623,12.854,102.4,12.1,1.0,2002,36.5874,10.304,123.0,2022-01-03 00:00:00
abid,العبيـــــــد,0.000538577,30,0.0,3.41309,0.000838235,2.72801,0.0,0.1213,0.684393,0.635346,2.68803,4.15885,9.615,42.2,10.0,1.0,2002,36.8308,10.7086,54.0,2022-01-03 00:00:00
mellegue,مـــــلاق,0.0,1,0.02,15.065,0.0,12.0899,0.04,2.711,12.5785,26.2506,86.0409,15.4256,51.13,265.0,267.67,1.0,1954,36.3144,8.70273,10300.0,2022-01-02 00:00:00
sarrat,سراط,0.00172376,36,0.0,8.27161,0.00344753,6.55836,0.0,2.79526,0.775,,8.799,,21.0,546.0,21.0,1.0,2016,49.9167,26.5833,1850.0,2022-01-02 00:00:00
benmetir,بنيمطيــر,0.0,2,0.06048,14.366,0.0,9.55842,0.12096,3.43541,9.80926,8.28842,10.7185,23.2761,60.393,436.5,61.63,1.0,1954,36.7471,8.74188,103.0,2022-01-02 00:00:00
kasseb,كســاب,0.0799451,3,0.07776,27.4044,0.137602,13.4101,0.15552,10.3507,8.23838,11.8465,11.8475,36.95,76.9,292.04,81.875,1.0,1968,36.7614,9.0023,101.0,2022-01-02 00:00:00
barbara,بربرة,0.00571498,4,0.0,47.0829,0.0423807,22.2105,0.0,13.7711,18.4614,24.1795,22.9478,64.132,64.7,182.0,74.82,1.0,1998,36.7341,8.53173,177.0,2022-01-02 00:00:00
sidisalem,سيدي ســــالم,0.344081,5,0.34526,127.583,0.902214,58.8942,0.69052,56.762,84.6304,62.2157,73.593,260.68,580.35,115.0,814.0,1.0,1981,36.5907,9.39706,7950.0,2022-01-02 00:00:00
bouheurtma,بو هرتمـــــه,0.0584287,6,0.017,26.8015,0.116292,17.7707,0.034,17.7554,13.8111,14.904,19.3941,30.4002,112.037,221.0,117.5,1.0,1976,36.6719,8.78758,390.0,2022-01-02 00:00:00
joumine,جوميــــــن,0.106128,7,0.100671,51.0899,0.247327,33.2111,0.196562,12.6657,16.9966,15.0989,17.6243,39.1651,118.773,90.0,129.9,1.0,1983,36.9909,9.61373,418.0,2022-01-02 00:00:00
ghezala,غزالـــــــة,0.0310699,8,0.0,7.91285,0.0613209,4.08413,0.0,0.6515,2.15148,0.709094,1.89065,4.95687,10.004,82.5,11.7,1.0,1984,37.0594,9.54582,48.0,2022-01-02 00:00:00
melah,المالح,0.0372402,33,0.0,15.598,0.0924786,12.9291,0.0,0.0,4.37,3.5604,7.42194,13.3576,41.0,136.0,41.0,1.0,2015,37.0359,9.41093,85.9,2022-01-02 00:00:00
tine,الطين,0.00127245,34,0.0,5.3902,0.00279939,2.36931,0.0,0.01318,3.32,,7.13419,8.6863,34.0,136.0,34.0,1.0,2017,36.8644,9.62805,276.0,2022-01-02 00:00:00
sejnane,سجنــــــان,0.158449,9,0.752482,122.88,0.390611,79.8212,1.50499,90.8652,28.3149,60.5467,36.4846,106.608,134.014,86.5,137.5,1.0,1994,37.181,9.47513,367.0,2022-01-02 00:00:00
zarga,الزرقة,0.0,10,0.0108,17.388,0.0,7.48445,0.0346,2.5716,5.37,4.33836,6.98645,16.777,24.0,93.0,24.0,1.0,2012,36.8824,8.69921,60.0,2022-01-02 00:00:00
kebir,الكبير,0.00412076,31,0.0,3.976,0.0127242,9.04564,0.0,10.598,6.45991,8.90891,13.1344,6.1748,64.4,85.0,64.4,1.0,2014,36.8751,8.71699,85.2,2022-01-02 00:00:00
moula,المولى,0.00107182,32,0.0,26.2652,0.00257237,8.01462,0.0,6.181,6.04198,8.58743,12.9447,26.3226,26.3,110.0,26.3,1.0,2013,36.9347,8.84504,58.0,2022-01-02 00:00:00
selbarrak,سيدي البــــراق,0.452826,11,0.432,287.454,0.844194,149.137,0.7956,54.0277,67.1137,90.7815,83.1282,246.67,286.514,27.0,286.514,1.0,1999,37.0261,8.93618,865.0,2022-01-02 00:00:00
ziatine,الزياتين,0.0127647,12,0.010776,26.302,0.0244524,13.5589,0.020475,4.40955,8.35,7.26359,9.98871,25.2772,33.0,37.0,33.0,1.0,2012,37.1856,9.20109,95.0,2022-01-02 00:00:00
gamgoum,القمقوم,0.0153664,13,0.0,17.4073,0.0164125,7.22412,0.0,6.3555,1.37065,4.65951,2.55033,17.6651,18.3,48.0,18.3,1.0,2012,37.1991,9.26906,35.5,2022-01-02 00:00:00
harka,الحركة,0.00469617,35,0.0,30.2284,0.00670881,12.0302,0.0,7.39714,5.48,,9.81355,,30.3,38.4,30.3,1.0,2016,37.0605,9.23982,77.0,2022-01-02 00:00:00
siliana,سليانـــــــة,0.0029641,14,0.0,2.74849,0.00543419,1.75441,0.0,0.0,5.60697,8.80516,12.9324,10.3616,33.4411,388.5,70.0,1.0,1987,36.1571,9.35208,1040.0,2022-01-02 00:00:00
lakhmess,لخمـــــــاس,0.000652638,15,0.0,1.32944,0.00114212,0.268052,0.0,0.169814,1.58171,1.02282,4.53766,3.23218,7.22,517.06,8.22,1.0,1966,35.9952,9.47242,127.0,2022-01-02 00:00:00
rmil,الرميـــــــل,0.000491625,16,0.0,0.6386,0.000950475,0.393104,0.0,0.040765,1.39077,1.31758,4.28841,1.3357,2.0,285.0,4.0,1.0,2002,36.302,9.50269,232.0,2022-01-02 00:00:00
birmcherga,بئر المشارقـــة,0.00827605,17,0.004,22.1499,0.0171523,1.81878,0.008,0.496,4.52433,7.87011,10.3639,33.3204,41.599,122.5,52.9,1.0,1971,36.5112,10.0114,1263.0,2022-01-02 00:00:00
rmel,الرمــــــل,0.00182803,18,0.0,0.963022,0.00371699,0.50046,0.0,0.0,2.42798,5.05104,9.1529,5.97856,23.83,43.0,22.0,1.0,1998,36.3318,10.3597,675.0,2022-01-02 00:00:00
nebhana,نبهانــــــة,0.00120432,19,0.0,1.5701,0.00240864,0.117222,0.0,0.0,3.34326,3.5138,9.2057,7.9886,58.76,230.0,86.5,1.0,1965,36.06,9.87235,855.0,2022-01-02 00:00:00
sidisaad,سيدي سعـــد,0.0131066,20,0.0,29.4849,0.0249026,2.08,0.0,0.942972,7.94621,21.0106,23.0638,57.6925,133.317,270.0,209.0,1.0,1981,35.3901,9.69476,8950.0,2022-01-02 00:00:00
elhaouareb,هـــــــوارب,0.00268182,21,0.0,0.300336,0.00536364,0.51659,0.0,0.03582,2.40507,7.28744,7.69583,1.9067,77.47,217.0,0.0,1.0,1989,35.5727,9.74681,1120.0,2022-01-02 00:00:00
sficifa,سفيسيفة,0.0,22,0.0,1.7711,0.0,0.126174,0.0,0.0,17.443,0.183153,25.4254,1.55724,7.71,677.8,4.24,1.0,2005,35.3413,9.07053,173.65,2022-01-02 00:00:00
sidiach,سيدي يعيــــش,0.0015525,23,0.0,1.337,0.00349313,0.683716,0.0,0.202,0.0295391,0.0,1.39045,2.42152,88.0,541.0,88.0,1.0,1997,34.7468,8.74761,1900.0,2022-01-02 00:00:00
elbrek,البــــــــرك,0.000558056,24,0.0,0.07,0.00105411,0.604737,0.0,0.0,0.21066,0.45518,1.30159,0.09,16.0,849.0,16.0,1.0,2002,35.4705,8.96766,293.0,2022-01-02 00:00:00
bezirk,بزيـــــــغ,0.000260103,25,0.0,1.7858,0.000775973,1.35371,0.0,0.221,0.743096,0.582593,2.26404,1.5154,5.01,54.62,6.5,1.0,1959,36.7159,10.6262,86.0,2022-01-02 00:00:00
chiba,شيبـــــــة,0.000816459,26,0.0,0.9282,0.000816459,1.01056,0.0,0.053721,1.11056,0.227174,2.98698,1.1838,5.045,77.88,7.8,1.0,1963,36.6923,10.7697,64.0,2022-01-02 00:00:00
masri,مصــــــري,0.000790458,27,0.0,5.11403,0.00168871,0.318994,0.0,0.344165,0.629791,0.390722,2.06042,5.13766,5.193,163.0,6.9,1.0,1968,36.534,10.4911,53.0,2022-01-02 00:00:00
lebna,لبنــــــــة,0.0,28,0.006,7.07424,0.0086171,3.33105,0.011,0.686967,3.68089,2.38491,7.54385,12.6611,23.3053,18.04,30.1,1.0,1986,36.7388,10.9218,199.0,2022-01-02 00:00:00
hma,الحمـــــى,0.0,29,0.0,0.734738,0.0,0.0875709,0.0,0.0,0.402662,1.6805,2.59068,2.19623,12.854,102.4,12.1,1.0,2002,36.5874,10.304,123.0,2022-01-02 00:00:00
abid,العبيـــــــد,0.0,30,0.0,3.41309,0.000299658,2.72748,0.0,0.1213,0.684393,0.634587,2.66596,4.15885,9.615,42.2,10.0,1.0,2002,36.8308,10.7086,54.0,2022-01-02 00:00:00
mellegue,مـــــلاق,0.0,1,0.02,15.1251,0.0,12.0899,0.02,2.691,12.5785,26.2506,85.6351,15.5157,51.13,265.0,267.67,1.0,1954,36.3144,8.70273,10300.0,2022-01-01 00:00:00
sarrat,سراط,0.00172376,36,0.0,8.27161,0.00172376,6.55663,0.0,2.79526,0.775,,8.774,,21.0,546.0,21.0,1.0,2016,49.9167,26.5833,1850.0,2022-01-01 00:00:00
benmetir,بنيمطيــر,0.0,2,0.06048,14.5482,0.0,9.55842,0.06048,3.37493,9.80926,8.21986,10.4021,23.2761,60.393,436.5,61.63,1.0,1954,36.7471,8.74188,103.0,2022-01-01 00:00:00
kasseb,كســاب,0.057657,3,0.07776,27.4044,0.057657,13.3302,0.07776,10.273,8.23838,11.7487,11.5818,36.95,76.9,292.04,81.875,1.0,1968,36.7614,9.0023,101.0,2022-01-01 00:00:00
barbara,بربرة,0.0366658,4,0.0,47.0829,0.0366658,22.2048,0.0,13.7711,18.4614,24.0895,22.3522,64.0494,64.7,182.0,74.82,1.0,1998,36.7341,8.53173,177.0,2022-01-01 00:00:00
sidisalem,سيدي ســــالم,0.558133,5,0.34526,127.583,0.558133,58.5501,0.34526,56.4167,84.6304,60.9758,70.863,259.83,580.35,115.0,814.0,1.0,1981,36.5907,9.39706,7950.0,2022-01-01 00:00:00
bouheurtma,بو هرتمـــــه,0.0578631,6,0.017,26.7643,0.0578631,17.7123,0.017,17.7384,13.8111,14.6076,18.9486,30.1622,112.037,221.0,117.5,1.0,1976,36.6719,8.78758,390.0,2022-01-01 00:00:00
joumine,جوميــــــن,0.141199,7,0.095891,51.0899,0.141199,33.105,0.095891,12.565,16.9966,14.8826,17.076,39.0002,118.773,90.0,129.9,1.0,1983,36.9909,9.61373,418.0,2022-01-01 00:00:00
ghezala,غزالـــــــة,0.0302511,8,0.0,7.88293,0.0302511,4.05306,0.0,0.6515,2.15148,0.685349,1.82125,4.93382,10.004,82.5,11.7,1.0,1984,37.0594,9.54582,48.0,2022-01-01 00:00:00
melah,المالح,0.0552384,33,0.0,15.562,0.0552384,12.8918,0.0,0.0,4.37,3.50371,7.28097,13.328,41.0,136.0,41.0,1.0,2015,37.0359,9.41093,85.9,2022-01-01 00:00:00
tine,الطين,0.00152694,34,0.0,5.3902,0.00152694,2.36804,0.0,0.01318,3.32,,7.0271,8.6863,34.0,136.0,34.0,1.0,2017,36.8644,9.62805,276.0,2022-01-01 00:00:00
sejnane,سجنــــــان,0.232162,9,0.752512,123.471,0.232162,79.6628,0.752512,90.1127,28.3149,60.0277,35.5713,106.807,134.014,86.5,137.5,1.0,1994,37.181,9.47513,367.0,2022-01-01 00:00:00
zarga,الزرقة,0.0,10,0.0238,17.401,0.0,7.48445,0.0238,2.5608,5.37,4.33559,6.81323,16.777,24.0,93.0,24.0,1.0,2012,36.8824,8.69921,60.0,2022-01-01 00:00:00
kebir,الكبير,0.00860345,31,0.0,3.972,0.00860345,9.04152,0.0,10.598,6.45991,8.87774,12.926,6.1444,64.4,85.0,64.4,1.0,2014,36.8751,8.71699,85.2,2022-01-01 00:00:00
moula,المولى,0.00150055,32,0.0,26.2652,0.00150055,8.01355,0.0,6.181,6.04198,8.58539,12.7498,26.3226,26.3,110.0,26.3,1.0,2013,36.9347,8.84504,58.0,2022-01-01 00:00:00
selbarrak,سيدي البــــراق,0.391368,11,0.3636,287.454,0.391368,148.684,0.3636,53.5957,67.1137,90.2091,80.9633,246.116,286.514,27.0,286.514,1.0,1999,37.0261,8.93618,865.0,2022-01-01 00:00:00
ziatine,الزياتين,0.0116877,12,0.009699,26.302,0.0116877,13.5462,0.009699,4.39878,8.35,7.26359,9.71935,25.3016,33.0,37.0,33.0,1.0,2012,37.1856,9.20109,95.0,2022-01-01 00:00:00
gamgoum,القمقوم,0.00104601,13,0.0,17.393,0.00104601,7.20875,0.0,6.3555,1.37065,4.65655,2.50612,17.6651,18.3,48.0,18.3,1.0,2012,37.1991,9.26906,35.5,2022-01-01 00:00:00
harka,الحركة,0.00201264,35,0.0,30.2284,0.00201264,12.0255,0.0,7.39714,5.48,,9.63677,,30.3,38.4,30.3,1.0,2016,37.0605,9.23982,77.0,2022-01-01 00:00:00
siliana,سليانـــــــة,0.00247008,14,0.0,2.74849,0.00247008,1.75145,0.0,0.0,5.60697,8.7664,12.7515,10.3274,33.4411,388.5,70.0,1.0,1987,36.1571,9.35208,1040.0,2022-01-01 00:00:00
lakhmess,لخمـــــــاس,0.000489479,15,0.0,1.32944,0.000489479,0.2674,0.0,0.169814,1.58171,1.01204,4.48664,3.22559,7.22,517.06,8.22,1.0,1966,35.9952,9.47242,127.0,2022-01-01 00:00:00
rmil,الرميـــــــل,0.00045885,16,0.0,0.6386,0.00045885,0.392612,0.0,0.040765,1.39077,1.31685,4.24355,1.3357,2.0,285.0,4.0,1.0,2002,36.302,9.50269,232.0,2022-01-01 00:00:00
birmcherga,بئر المشارقـــة,0.0088762,17,0.004,22.1499,0.0088762,1.8105,0.004,0.492,4.52433,7.86293,10.2179,33.3204,41.599,122.5,52.9,1.0,1971,36.5112,10.0114,1263.0,2022-01-01 00:00:00
rmel,الرمــــــل,0.00188896,18,0.0,0.963022,0.00188896,0.498632,0.0,0.0,2.42798,5.04163,9.07458,5.97856,23.83,43.0,22.0,1.0,1998,36.3318,10.3597,675.0,2022-01-01 00:00:00
nebhana,نبهانــــــة,0.00120432,19,0.0,1.5701,0.00120432,0.116018,0.0,0.0,3.34326,3.48723,9.09785,7.9734,58.76,230.0,86.5,1.0,1965,36.06,9.87235,855.0,2022-01-01 00:00:00
sidisaad,سيدي سعـــد,0.011796,20,0.0,29.4849,0.011796,2.06689,0.0,0.942972,7.94621,21.0106,22.8075,57.7921,133.317,270.0,209.0,1.0,1981,35.3901,9.69476,8950.0,2022-01-01 00:00:00
elhaouareb,هـــــــوارب,0.00268182,21,0.0,0.300336,0.00268182,0.513909,0.0,0.03582,2.40507,7.28744,7.61825,1.93794,77.47,217.0,0.0,1.0,1989,35.5727,9.74681,1120.0,2022-01-01 00:00:00
sficifa,سفيسيفة,0.0,22,0.0,1.77455,0.0,0.126174,0.0,0.0,17.443,0.182805,24.8627,1.55724,7.71,677.8,4.24,1.0,2005,35.3413,9.07053,173.65,2022-01-01 00:00:00
sidiach,سيدي يعيــــش,0.00194063,23,0.0,1.337,0.00194063,0.682163,0.0,0.202,0.0295391,0.0,1.3895,2.42152,88.0,541.0,88.0,1.0,1997,34.7468,8.74761,1900.0,2022-01-01 00:00:00
elbrek,البــــــــرك,0.00049605,24,0.0,0.07,0.00049605,0.604178,0.0,0.0,0.21066,0.454669,1.2948,0.09,16.0,849.0,16.0,1.0,2002,35.4705,8.96766,293.0,2022-01-01 00:00:00
bezirk,بزيـــــــغ,0.00051587,25,0.0,1.7858,0.00051587,1.35345,0.0,0.221,0.743096,0.582362,2.24007,1.5154,5.01,54.62,6.5,1.0,1959,36.7159,10.6262,86.0,2022-01-01 00:00:00
chiba,شيبـــــــة,0.0,26,0.0,0.9282,0.0,1.00974,0.0,0.053721,1.11056,0.226358,2.95115,1.16108,5.045,77.88,7.8,1.0,1963,36.6923,10.7697,64.0,2022-01-01 00:00:00
masri,مصــــــري,0.000898247,27,0.0,5.11403,0.000898247,0.318204,0.0,0.344165,0.629791,0.389576,2.04011,5.13766,5.193,163.0,6.9,1.0,1968,36.534,10.4911,53.0,2022-01-01 00:00:00
lebna,لبنــــــــة,0.0086171,28,0.005,7.10047,0.0086171,3.33105,0.005,0.680967,3.68089,2.37857,7.42511,12.6611,23.3053,18.04,30.1,1.0,1986,36.7388,10.9218,199.0,2022-01-01 00:00:00
hma,الحمـــــى,0.0,29,0.0,0.737744,0.0,0.0875709,0.0,0.0,0.402662,1.6805,2.57769,2.20212,12.854,102.4,12.1,1.0,2002,36.5874,10.304,123.0,2022-01-01 00:00:00
abid,العبيـــــــد,0.000299658,30,0.0,3.41966,0.000299658,2.72748,0.0,0.1213,0.684393,0.633966,2.64388,4.15885,9.615,42.2,10.0,1.0,2002,36.8308,10.7086,54.0,2022-01-01 00:00:00
mellegue,مـــــلاق,0.0,1,0.02,15.1551,1.89369,12.0899,0.62,2.671,12.5857,26.2506,85.2294,15.6059,51.13,265.0,267.67,1.0,1954,36.3144,8.70273,10300.0,2021-12-31 00:00:00
sarrat,سراط,0.0,36,0.0,8.27161,0.192517,6.55491,0.223006,2.79526,1.115,,8.749,,21.0,546.0,21.0,1.0,2016,49.9167,26.5833,1850.0,2021-12-31 00:00:00
benmetir,بنيمطيــر,0.0613994,2,0.06048,14.6223,7.39227,9.55842,1.21208,3.31445,6.3052,8.15131,10.0857,23.2761,60.393,436.5,61.63,1.0,1954,36.7471,8.74188,103.0,2021-12-31 00:00:00
kasseb,كســاب,0.0579947,3,0.07776,27.4265,10.8358,13.2725,2.44166,10.1952,6.4007,11.651,11.316,36.95,76.9,292.04,81.875,1.0,1968,36.7614,9.0023,101.0,2021-12-31 00:00:00
barbara,بربرة,0.00774379,4,0.0,47.0509,9.13143,22.1681,3.525,13.7711,14.0834,23.9583,21.7567,63.9255,64.7,182.0,74.82,1.0,1998,36.7341,8.53173,177.0,2021-12-31 00:00:00
sidisalem,سيدي ســــالم,0.344071,5,0.34526,127.371,42.269,57.9919,8.62019,56.0714,27.5,58.5993,68.133,257.844,580.35,115.0,814.0,1.0,1981,36.5907,9.39706,7950.0,2021-12-31 00:00:00
bouheurtma,بو هرتمـــــه,0.0200933,6,0.017,26.7271,10.9324,17.6544,0.959406,17.7214,11.0394,14.5806,18.5031,30.1622,112.037,221.0,117.5,1.0,1976,36.6719,8.78758,390.0,2021-12-31 00:00:00
joumine,جوميــــــن,0.105695,7,0.099681,51.0503,27.0544,32.9638,2.92429,12.4691,11.4611,14.5922,16.5278,38.7365,118.773,90.0,129.9,1.0,1983,36.9909,9.61373,418.0,2021-12-31 00:00:00
ghezala,غزالـــــــة,0.0302631,8,0.0,7.85378,3.41658,4.02281,0.0,0.6515,1.10257,0.653967,1.75185,4.90308,10.004,82.5,11.7,1.0,1984,37.0594,9.54582,48.0,2021-12-31 00:00:00
melah,المالح,0.0556063,33,0.0,15.508,9.24512,12.8366,0.0,0.0,3.14,3.41731,7.14,13.2688,41.0,136.0,41.0,1.0,2015,37.0359,9.41093,85.9,2021-12-31 00:00:00
tine,الطين,0.00190867,34,0.0,5.3902,1.42828,2.36651,0.0,0.01318,3.2,,6.92,8.6409,34.0,136.0,34.0,1.0,2017,36.8644,9.62805,276.0,2021-12-31 00:00:00
sejnane,سجنــــــان,0.0856914,9,0.752842,123.989,44.5666,79.4306,23.1005,89.3602,21.2763,59.1339,34.6579,106.608,134.014,86.5,137.5,1.0,1994,37.181,9.47513,367.0,2021-12-31 00:00:00
zarga,الزرقة,0.0,10,0.0232,17.427,5.469,7.48445,0.1043,2.537,4.51,4.33303,6.64,16.777,24.0,93.0,24.0,1.0,2012,36.8824,8.69921,60.0,2021-12-31 00:00:00
kebir,الكبير,0.00840185,31,0.0,3.964,6.74288,9.03291,8.19774,10.598,6.80823,8.83136,12.7176,6.0988,64.4,85.0,64.4,1.0,2014,36.8751,8.71699,85.2,2021-12-31 00:00:00
moula,المولى,0.00139337,32,0.0,26.2652,6.64778,8.01204,5.751,6.181,6.24764,8.5692,12.5549,26.3083,26.3,110.0,26.3,1.0,2013,36.9347,8.84504,58.0,2021-12-31 00:00:00
selbarrak,سيدي البــــراق,0.712033,11,0.378,287.454,106.111,148.293,9.52998,53.2321,48.5986,89.9035,78.7983,245.839,286.514,27.0,286.514,1.0,1999,37.0261,8.93618,865.0,2021-12-31 00:00:00
ziatine,الزياتين,0.012238,12,0.009255,26.302,7.07829,13.5345,0.276353,4.38908,4.2,7.25352,9.45,25.3016,33.0,37.0,33.0,1.0,2012,37.1856,9.20109,95.0,2021-12-31 00:00:00
gamgoum,القمقوم,0.0157528,13,0.0,17.393,2.86145,7.20771,3.054,6.3555,0.879225,4.65567,2.4619,17.7939,18.3,48.0,18.3,1.0,2012,37.1991,9.26906,35.5,2021-12-31 00:00:00
harka,الحركة,0.00368985,35,0.0,30.2284,6.70415,12.0234,6.51604,7.39714,4.46,,9.46,,30.3,38.4,30.3,1.0,2016,37.0605,9.23982,77.0,2021-12-31 00:00:00
siliana,سليانـــــــة,0.00312877,14,0.0,2.74849,0.162247,1.74898,0.0,0.0,2.7873,8.72841,12.5706,10.2932,33.4411,388.5,70.0,1.0,1987,36.1571,9.35208,1040.0,2021-12-31 00:00:00
lakhmess,لخمـــــــاس,0.000554743,15,0.0,1.32944,0.0418399,0.26691,0.001828,0.169814,1.02877,1.00444,4.43562,3.219,7.22,517.06,8.22,1.0,1966,35.9952,9.47242,127.0,2021-12-31 00:00:00
rmil,الرميـــــــل,0.000491625,16,0.0,0.6386,0.012063,0.392154,0.00405,0.040765,0.531318,1.31227,4.19869,1.3316,2.0,285.0,4.0,1.0,2002,36.302,9.50269,232.0,2021-12-31 00:00:00
birmcherga,بئر المشارقـــة,0.00850111,17,0.004,22.1499,0.856157,1.80163,0.124,0.488,2.72113,7.85521,10.072,33.3204,41.599,122.5,52.9,1.0,1971,36.5112,10.0114,1263.0,2021-12-31 00:00:00
rmel,الرمــــــل,0.00176709,18,0.0,0.963022,0.055044,0.496743,0.0,0.0,3.72595,5.03181,8.99626,5.97856,23.83,43.0,22.0,1.0,1998,36.3318,10.3597,675.0,2021-12-31 00:00:00
nebhana,نبهانــــــة,0.00130437,19,0.0,1.5701,0.0123826,0.114813,0.0,0.0,2.07825,3.47518,8.99001,7.9734,58.76,230.0,86.5,1.0,1965,36.06,9.87235,855.0,2021-12-31 00:00:00
sidisaad,سيدي سعـــد,0.0124513,20,0.0,29.4849,0.343296,2.0551,0.008356,0.942972,2.31947,21.0106,22.5512,57.8917,133.317,270.0,209.0,1.0,1981,35.3901,9.69476,8950.0,2021-12-31 00:00:00
elhaouareb,هـــــــوارب,0.00268182,21,0.0,0.300336,0.112012,0.511227,0.0297,0.03582,1.03829,7.28744,7.54066,2.00042,77.47,217.0,0.0,1.0,1989,35.5727,9.74681,1120.0,2021-12-31 00:00:00
sficifa,سفيسيفة,0.0,22,0.0,1.778,0.00480908,0.126174,0.0,0.0,13.438,0.182456,24.3,1.55724,7.71,677.8,4.24,1.0,2005,35.3413,9.07053,173.65,2021-12-31 00:00:00
sidiach,سيدي يعيــــش,0.00232875,23,0.0,1.337,0.0649462,0.680223,0.0,0.202,0.0228169,0.0,1.38855,2.42152,88.0,541.0,88.0,1.0,1997,34.7468,8.74761,1900.0,2021-12-31 00:00:00
elbrek,البــــــــرك,0.00049605,24,0.0,0.07,0.0112851,0.603682,0.0,0.0,0.1689,0.454157,1.288,0.09,16.0,849.0,16.0,1.0,2002,35.4705,8.96766,293.0,2021-12-31 00:00:00
bezirk,بزيـــــــغ,0.000775973,25,0.0,1.7858,0.0255842,1.35294,0.0,0.221,0.687431,0.581903,2.2161,1.5154,5.01,54.62,6.5,1.0,1959,36.7159,10.6262,86.0,2021-12-31 00:00:00
chiba,شيبـــــــة,0.000866152,26,0.0,0.93388,0.0411444,1.00974,0.0,0.053721,0.969385,0.225654,2.91533,1.13836,5.045,77.88,7.8,1.0,1963,36.6923,10.7697,64.0,2021-12-31 00:00:00
masri,مصــــــري,0.00102999,27,0.0,5.11403,0.0397427,0.317306,0.088095,0.344165,0.629791,0.388507,2.01979,5.13766,5.193,163.0,6.9,1.0,1968,36.534,10.4911,53.0,2021-12-31 00:00:00
lebna,لبنــــــــة,0.0,28,0.005,7.10047,0.777243,3.32243,0.082,0.675967,3.14368,2.37857,7.30637,12.7105,23.3053,18.04,30.1,1.0,1986,36.7388,10.9218,199.0,2021-12-31 00:00:00
hma,الحمـــــى,0.0,29,0.0,0.74075,0.0151676,0.0875709,0.0,0.0,1.76526,1.67956,2.5647,2.20212,12.854,102.4,12.1,1.0,2002,36.5874,10.304,123.0,2021-12-31 00:00:00
abid,العبيـــــــد,0.00035959,30,0.0,3.41966,0.0777014,2.72718,0.0,0.1213,1.06848,0.633966,2.6218,4.16646,9.615,42.2,10.0,1.0,2002,36.8308,10.7086,54.0,2021-12-31 00:00:00
mellegue,مـــــلاق,0.0,1,0.02,15.2152,1.89369,12.0899,0.6,2.651,12.5857,26.2234,84.8234,15.666,51.13,265.0,267.67,1.0,1954,36.3144,8.70273,10300.0,2021-12-30 00:00:00
sarrat,سراط,0.0,36,0.026248,8.30225,0.192517,6.55491,0.223006,2.79526,1.115,,8.71303,,21.0,546.0,21.0,1.0,2016,49.9167,26.5833,1850.0,2021-12-30 00:00:00
benmetir,بنيمطيــر,0.0,2,0.06048,14.6223,7.33087,9.49703,1.1516,3.25397,6.3052,8.08275,9.88228,23.2761,60.393,436.5,61.63,1.0,1954,36.7471,8.74188,103.0,2021-12-30 00:00:00
kasseb,كســاب,0.0578279,3,0.07776,27.4486,10.7778,13.2146,2.3639,10.1174,6.4007,11.4981,11.1096,36.8946,76.9,292.04,81.875,1.0,1968,36.7614,9.0023,101.0,2021-12-30 00:00:00
barbara,بربرة,0.0706024,4,0.0,47.0509,9.12369,22.1604,3.525,13.7711,14.0834,23.7061,21.3024,63.6777,64.7,182.0,74.82,1.0,1998,36.7341,8.53173,177.0,2021-12-30 00:00:00
